ENTIDAD,MUN,LOC,AGEB,label
9,12,1,2136,2
9,12,1,2140,3
9,12,1,2155,3
9,12,1,216A,3
9,12,1,2174,3
9,12,1,2189,3
9,12,1,2193,3
9,12,1,2206,2
9,12,1,2210,2
9,12,1,2225,2
9,12,1,223A,2
9,12,1,2244,3
9,12,1,2259,3
9,12,1,2263,2
9,12,1,2278,2
9,12,1,2282,2
9,12,1,2333,1
9,12,1,2348,2
9,12,1,2352,2
9,12,1,2386,1
9,12,1,2441,2
9,12,1,2456,2
9,12,19,2460,2
9,12,19,2475,1
9,12,26,1528,2
9,12,26,1532,2
9,12,26,166A,2
9,12,26,1674,2
9,12,26,1689,2
9,12,26,1693,2
9,12,26,1706,2
9,12,26,1710,2
9,12,26,2297,2
9,12,26,2314,2
9,12,26,2329,2
9,12,26,2403,1
9,12,26,2418,1
9,12,26,2437,2
9,12,26,248A,2
9,12,27,1763,2
9,12,27,1778,2
9,12,27,1782,2
9,12,27,1797,2
9,12,27,180A,2
9,12,27,2028,2
9,12,27,2032,2
9,12,27,230A,2
9,12,27,2422,2
9,12,135,1227,1
9,13,1,0014,3
9,13,1,0029,3
9,13,1,0033,3
9,13,1,0052,1
9,13,1,0067,3
9,13,1,0086,3
9,13,1,0090,1
9,13,1,0122,2
9,13,1,0137,2
9,13,1,0160,3
9,13,1,0175,3
9,13,1,018A,3
9,13,1,0194,3
9,13,1,0207,3
9,13,1,0211,2
9,13,1,0226,2
9,13,1,0230,2
9,13,1,0245,2
9,13,1,025A,2
9,13,1,0279,2
9,13,1,0283,2
9,13,1,0298,3
9,13,1,0300,2
9,13,1,0315,3
9,13,1,0334,2
9,13,1,0353,2
9,13,1,0368,2
9,13,1,0372,2
9,13,1,0387,2
9,13,1,0391,3
9,13,1,0404,3
9,13,1,0419,3
9,13,1,0423,2
9,13,1,0438,2
9,13,1,0442,2
9,13,1,0461,2
9,13,1,0480,2
9,13,1,0495,2
9,13,1,0508,2
9,13,1,0527,2
9,13,1,0550,2
9,13,1,0565,2
9,13,1,057A,2
9,13,1,0599,2
9,13,1,0601,2
9,13,1,064A,2
9,13,1,0654,2
9,13,1,0669,2
9,13,1,0688,2
9,13,1,0692,2
9,13,1,0705,1
9,13,1,071A,2
9,13,1,0724,1
9,13,1,0739,1
9,13,1,0743,2
9,13,1,0758,2
9,13,1,0762,2
9,13,1,0777,2
9,13,1,0809,2
9,13,1,0813,2
9,13,1,0828,2
9,13,1,0832,2
9,13,1,0847,2
9,13,1,0851,1
9,13,1,0866,2
9,13,1,0870,2
9,13,1,0885,2
9,13,1,089A,1
9,13,1,0917,3
9,13,1,1027,2
9,13,1,1031,2
9,13,1,1046,3
9,13,1,1050,2
9,13,1,1065,3
9,13,1,107A,3
9,13,1,1084,2
9,13,1,1099,2
9,13,1,1101,1
9,13,1,1116,2
9,13,1,1120,2
9,13,1,1135,2
9,13,1,114A,1
9,13,1,1154,2
9,13,1,1169,1
9,13,1,1173,2
9,13,1,1188,2
9,13,1,1192,2
9,13,1,1205,2
9,13,1,121A,2
9,13,1,1224,2
9,13,1,1239,3
9,13,1,1262,3
9,13,1,1296,2
9,13,1,1309,2
9,13,1,1313,2
9,13,1,1328,2
9,13,1,1332,3
9,13,1,1347,3
9,13,1,1366,2
9,13,1,1370,2
9,13,1,1385,3
9,13,1,139A,3
9,13,1,1402,1
9,13,1,1417,2
9,13,1,1421,2
9,13,1,1436,2
9,13,1,1440,1
9,13,1,1455,2
9,13,1,146A,1
9,13,1,1474,2
9,13,1,1489,1
9,13,1,1493,2
9,13,1,1506,2
9,13,1,1510,2
9,13,1,1525,2
9,13,1,1544,2
9,13,1,1559,1
9,13,1,1563,2
9,14,1,0011,3
9,14,1,0026,3
9,14,1,0030,3
9,14,1,0045,3
9,14,1,005A,3
9,14,1,0064,3
9,14,1,0079,3
9,14,1,0083,3
9,14,1,0098,3
9,14,1,0100,3
9,14,1,0115,3
9,14,1,012A,3
9,14,1,0134,3
9,14,1,0149,3
9,14,1,0153,3
9,14,1,0168,3
9,14,1,0172,3
9,14,1,0187,3
9,14,1,0191,3
9,14,1,0204,3
9,14,1,0219,3
9,14,1,0223,3
9,14,1,0238,3
9,14,1,0242,3
9,14,1,0257,3
9,14,1,0261,3
9,14,1,0276,3
9,14,1,0280,3
9,14,1,0295,3
9,14,1,0308,3
9,14,1,0312,3
9,14,1,0327,3
9,14,1,0331,3
9,14,1,0346,3
9,14,1,0350,3
9,14,1,0365,3
9,14,1,037A,3
9,14,1,0384,3
9,14,1,0399,3
9,14,1,0401,3
9,14,1,0416,3
9,14,1,0420,3
9,14,1,0435,3
9,14,1,044A,3
9,14,1,0454,3
9,14,1,0469,3
9,14,1,0473,3
9,14,1,0488,3
9,14,1,0492,3
9,14,1,0505,3
9,14,1,051A,3
9,14,1,0524,3
9,14,1,0539,3
9,14,1,0543,3
9,14,1,0558,3
9,14,1,0562,3
9,14,1,0577,3
9,14,1,0581,3
9,14,1,0596,3
9,14,1,0609,3
9,14,1,0613,3
9,14,1,0628,3
9,14,1,0632,3
9,14,1,0647,3
9,14,1,0651,3
9,14,1,0666,3
9,14,1,0670,3
9,14,1,0685,3
9,14,1,069A,3
9,14,1,0702,3
9,14,1,0717,3
9,14,1,0721,3
9,14,1,0736,3
9,14,1,0740,3
9,14,1,0755,3
9,14,1,076A,3
9,14,1,0774,3
9,14,1,0789,3
9,14,1,0793,3
9,14,1,0806,3
9,14,1,0810,3
9,14,1,0825,3
9,14,1,083A,3
9,14,1,0844,3
9,14,1,0859,3
9,14,1,0863,3
9,14,1,0878,3
9,14,1,0882,3
9,14,1,0897,3
9,14,1,090A,3
9,14,1,0914,3
9,14,1,0929,3
9,14,1,0933,3
9,14,1,0948,3
9,14,1,0952,3
9,14,1,0967,3
9,14,1,0971,3
9,14,1,0986,3
9,14,1,0990,3
9,14,1,1005,3
9,14,1,101A,3
9,14,1,1024,3
9,15,1,0019,3
9,15,1,0023,3
9,15,1,0038,2
9,15,1,0042,3
9,15,1,0061,3
9,15,1,0076,3
9,15,1,0080,3
9,15,1,0095,2
9,15,1,0108,2
9,15,1,0112,2
9,15,1,0127,2
9,15,1,0131,2
9,15,1,0146,2
9,15,1,0150,2
9,15,1,0165,3
9,15,1,017A,3
9,15,1,0184,2
9,15,1,0199,3
9,15,1,0201,3
9,15,1,0216,3
9,15,1,0220,3
9,15,1,0235,3
9,15,1,024A,3
9,15,1,0254,3
9,15,1,0269,3
9,15,1,0273,3
9,15,1,0288,3
9,15,1,0292,3
9,15,1,0305,3
9,15,1,031A,3
9,15,1,0324,3
9,15,1,0339,2
9,15,1,0343,2
9,15,1,0358,2
9,15,1,0362,3
9,15,1,0377,3
9,15,1,0381,3
9,15,1,0396,3
9,15,1,0409,3
9,15,1,0428,3
9,15,1,0432,3
9,15,1,0447,3
9,15,1,0451,3
9,15,1,0466,3
9,15,1,0470,3
9,15,1,0485,3
9,15,1,049A,2
9,15,1,0502,2
9,15,1,0517,2
9,15,1,0521,2
9,15,1,0536,2
9,15,1,0540,2
9,15,1,0555,3
9,15,1,056A,2
9,15,1,0574,2
9,15,1,0589,2
9,15,1,0593,3
9,15,1,0606,3
9,15,1,0610,2
9,15,1,0625,2
9,15,1,063A,2
9,15,1,0644,2
9,15,1,0659,2
9,15,1,0663,2
9,15,1,0678,3
9,15,1,0682,3
9,15,1,0697,3
9,15,1,070A,3
9,15,1,0714,3
9,15,1,0733,3
9,15,1,0748,3
9,15,1,0752,2
9,15,1,0767,2
9,15,1,0771,2
9,15,1,0786,2
9,15,1,0790,3
9,15,1,0803,3
9,15,1,0822,3
9,15,1,0837,3
9,15,1,0841,3
9,15,1,0856,3
9,15,1,0860,3
9,15,1,0875,2
9,15,1,088A,2
9,15,1,0894,2
9,15,1,0907,2
9,15,1,0911,2
9,15,1,0926,3
9,15,1,0930,3
9,15,1,0945,3
9,15,1,095A,3
9,15,1,0964,2
9,15,1,0979,2
9,15,1,0983,3
9,15,1,0998,3
9,15,1,1002,3
9,15,1,1017,3
9,15,1,1036,3
9,15,1,1040,3
9,15,1,1055,3
9,15,1,106A,2
9,15,1,1074,3
9,15,1,1089,3
9,15,1,1093,3
9,15,1,1106,3
9,15,1,1110,3
9,15,1,1125,3
9,15,1,113A,3
9,15,1,1144,2
9,15,1,1159,2
9,15,1,1163,3
9,15,1,1178,3
9,15,1,1182,3
9,15,1,1197,3
9,15,1,120A,3
9,15,1,1214,3
9,15,1,1229,2
9,15,1,1233,2
9,15,1,1248,2
9,15,1,1252,2
9,15,1,1267,2
9,15,1,1271,3
9,15,1,1286,3
9,15,1,1290,2
9,15,1,1303,3
9,15,1,1318,3
9,15,1,1322,3
9,15,1,1337,3
9,15,1,1341,3
9,15,1,1356,3
9,15,1,1360,3
9,15,1,1375,3
9,15,1,138A,3
9,15,1,1394,2
9,15,1,1407,2
9,15,1,1411,3
9,15,1,1426,3
9,15,1,1430,3
9,15,1,1445,3
9,15,1,145A,3
9,15,1,1464,3
9,15,1,1479,3
9,15,1,1483,2
9,15,1,1498,3
9,15,1,1500,3
9,15,1,1515,3
9,15,1,152A,3
9,15,1,1534,3
9,15,1,1549,3
9,16,1,0020,3
9,16,1,004A,2
9,16,1,0054,3
9,16,1,0069,3
9,16,1,0073,3
9,16,1,0092,3
9,16,1,0105,2
9,16,1,011A,2
9,16,1,0124,3
9,16,1,0139,3
9,16,1,0143,3
9,16,1,0158,3
9,16,1,0162,3
9,16,1,0177,3
9,16,1,0181,3
9,16,1,0209,3
9,16,1,0213,3
9,16,1,0247,2
9,16,1,0251,2
9,16,1,0270,3
9,16,1,0285,3
9,16,1,029A,3
9,16,1,0317,3
9,16,1,0321,3
9,16,1,0336,3
9,16,1,0340,3
9,16,1,036A,2
9,16,1,0374,2
9,16,1,0389,2
9,16,1,0393,3
9,16,1,0410,3
9,16,1,0425,3
9,16,1,043A,3
9,16,1,0444,3
9,16,1,0459,3
9,16,1,0463,3
9,16,1,0478,3
9,16,1,0482,3
9,16,1,0497,2
9,16,1,050A,2
9,16,1,0514,3
9,16,1,0548,3
9,16,1,0552,3
9,16,1,0571,3
9,16,1,0590,3
9,16,1,0603,3
9,16,1,0622,3
9,16,1,0637,3
9,16,1,0641,3
9,16,1,0656,3
9,16,1,0660,3
9,16,1,0675,3
9,16,1,068A,3
9,16,1,0694,3
9,16,1,0707,3
9,16,1,0711,3
9,16,1,0730,3
9,16,1,0745,3
9,16,1,075A,3
9,16,1,0779,3
9,16,1,0783,3
9,16,1,0798,3
9,16,1,0800,3
9,16,1,0815,3
9,16,1,082A,2
9,16,1,0834,3
9,16,1,0849,3
9,16,1,0853,3
9,16,1,0868,3
9,16,1,0891,3
9,16,1,0904,3
9,16,1,0919,3
9,16,1,0923,3
9,16,1,0942,3
9,16,1,0961,3
9,16,1,0980,3
9,16,1,0995,3
9,16,1,1014,3
9,16,1,1029,3
9,16,1,1052,3
9,16,1,1090,3
9,16,1,1103,2
9,16,1,1118,2
9,16,1,1122,2
9,16,1,1137,3
9,16,1,1141,3
9,16,1,1156,3
9,16,1,1160,3
9,16,1,1175,3
9,16,1,118A,3
9,16,1,1194,3
9,16,1,1207,3
9,16,1,1211,3
9,16,1,1226,3
9,16,1,1230,3
9,16,1,125A,3
9,16,1,1298,3
9,16,1,1315,2
9,16,1,132A,2
9,16,1,1334,3
9,16,1,1349,2
9,16,1,1353,3
9,16,1,1368,3
9,17,1,0013,2
9,17,1,0028,2
9,17,1,0032,3
9,17,1,0047,2
9,17,1,0051,2
9,17,1,0066,3
9,17,1,0070,2
9,17,1,0085,2
9,17,1,009A,3
9,17,1,0102,2
9,17,1,0117,2
9,17,1,0121,2
9,17,1,0155,2
9,17,1,016A,2
9,17,1,0174,2
9,17,1,0189,2
9,17,1,0193,2
9,17,1,0206,2
9,17,1,0210,2
9,17,1,0225,2
9,17,1,023A,2
9,17,1,0244,2
9,17,1,0259,2
9,17,1,0263,2
9,17,1,0278,2
9,17,1,0282,2
9,17,1,0297,2
9,17,1,030A,3
9,17,1,0314,2
9,17,1,0329,2
9,17,1,0333,2
9,17,1,0348,2
9,17,1,0352,2
9,17,1,0367,2
9,17,1,0371,2
9,17,1,0386,2
9,17,1,0390,2
9,17,1,0403,2
9,17,1,0418,2
9,17,1,0422,2
9,17,1,0437,2
9,17,1,0441,3
9,17,1,0456,2
9,17,1,0460,2
9,17,1,0475,2
9,17,1,048A,2
9,17,1,0494,2
9,17,1,0507,2
9,17,1,0526,3
9,17,1,0530,3
9,17,1,0545,2
9,17,1,055A,2
9,17,1,0564,2
9,17,1,0579,1
9,17,1,0583,2
9,17,1,0600,3
9,17,1,0615,3
9,17,1,062A,3
9,17,1,0634,3
9,17,1,0649,2
9,17,1,0653,2
9,17,1,0668,3
9,17,1,0672,2
9,17,1,0687,2
9,17,1,0691,2
9,17,1,0719,3
9,17,1,0723,3
9,17,1,0738,3
9,17,1,0742,3
9,17,1,0757,3
9,17,1,0761,3
9,17,1,0776,3
9,17,1,0780,3
9,17,1,0795,2
9,17,1,0808,2
9,17,1,0812,2
9,17,1,0827,2
9,17,1,0831,2
9,17,1,0846,2
9,17,1,0865,2
9,17,1,087A,2
9,17,1,0884,2
9,17,1,0899,2
9,17,1,0901,3
9,17,1,0916,3
9,17,1,0935,3
9,17,1,094A,3
9,17,1,0954,3
9,17,1,0969,3
9,17,1,0973,3
9,17,1,0988,3
9,17,1,0992,3
9,17,1,1007,3
9,17,1,1011,3
9,17,1,1026,3
9,17,1,1030,2
9,17,1,1045,3
9,17,1,105A,3
9,17,1,1064,3
9,17,1,1079,3
9,17,1,1083,3
9,17,1,1098,3
9,17,1,1100,3
9,17,1,1115,3
9,17,1,112A,3
9,17,1,1134,3
9,17,1,1149,3
9,17,1,1153,3
9,17,1,1168,3
9,17,1,1172,2
9,17,1,1187,2
9,17,1,1191,3
9,17,1,1204,3
9,17,1,1219,3
9,17,1,1223,3
9,17,1,1238,2
9,17,1,1242,3
9,17,1,1257,3
9,17,1,1261,3
9,17,1,1276,2
9,17,1,1280,2
9,17,1,1295,2
9,17,1,1308,2
9,17,1,1312,3
9,17,1,1327,3
9,17,1,1331,3
9,17,1,1346,3
9,17,1,1350,3
9,17,1,1365,3
9,17,1,137A,3
9,17,1,1384,3
9,17,1,1399,3
9,17,1,1401,2
9,17,1,1416,2
9,17,1,1420,2
9,17,1,144A,3
9,17,1,1454,3
9,17,1,1469,2
9,17,1,1473,2
9,17,1,1488,2
9,17,1,1492,1
9,17,1,1505,3
9,17,1,151A,3
9,17,1,1524,2
10,1,1,0054,2
10,1,1,0069,2
10,1,1,0088,2
10,1,1,0092,2
10,1,1,0105,2
10,1,1,011A,2
10,1,1,0919,2
10,1,1,0938,2
10,1,1,0942,1
10,1,1,0961,2
10,1,1,0976,2
10,1,1,1029,2
10,2,1,0189,2
10,3,1,0241,2
10,3,1,0256,2
10,4,1,0696,2
10,4,1,0709,2
10,4,1,0713,2
10,4,1,0728,2
10,4,1,0732,2
10,4,1,0751,2
10,4,1,1105,2
10,4,1,111A,1
10,4,1,1251,2
10,4,1,1266,2
10,4,1,1270,2
10,4,1,1393,2
10,4,1,1410,2
10,4,1,1571,2
10,4,1,1586,2
10,4,1,1622,1
10,4,1,1675,2
10,4,1,1694,1
10,4,1,1707,1
10,4,16,1143,2
10,4,16,1158,2
10,4,16,1336,2
10,4,16,1529,2
10,4,16,1552,2
10,4,74,1444,2
10,4,74,1459,1
10,4,74,1463,2
10,4,74,1478,2
10,4,74,1514,2
10,5,1,0015,2
10,5,1,002A,2
10,5,1,0034,3
10,5,1,0053,2
10,5,1,0068,3
10,5,1,0072,3
10,5,1,0157,2
10,5,1,0176,3
10,5,1,0180,3
10,5,1,0208,3
10,5,1,0212,3
10,5,1,0227,2
10,5,1,0246,3
10,5,1,0250,3
10,5,1,0265,3
10,5,1,0299,2
10,5,1,0301,3
10,5,1,0316,3
10,5,1,0320,2
10,5,1,0354,2
10,5,1,0369,2
10,5,1,0373,3
10,5,1,0424,3
10,5,1,0439,3
10,5,1,0462,3
10,5,1,0481,2
10,5,1,0509,2
10,5,1,0513,3
10,5,1,1738,3
10,5,1,1761,3
10,5,1,1780,2
10,5,1,1812,2
10,5,1,1827,2
10,5,1,1831,2
10,5,1,1846,2
10,5,1,1884,2
10,5,1,1973,2
10,5,1,2011,2
10,5,1,2030,3
10,5,1,2098,3
10,5,1,2115,2
10,5,1,212A,1
10,5,1,2134,2
10,5,1,2149,2
10,5,1,2153,3
10,5,1,2172,3
10,5,1,2187,3
10,5,1,2191,2
10,5,1,2204,2
10,5,1,2223,2
10,5,1,2238,2
10,5,1,2242,3
10,5,1,2276,2
10,5,1,2280,3
10,5,1,2295,2
10,5,1,2308,2
10,5,1,2312,2
10,5,1,2327,2
10,5,1,2350,3
10,5,1,2365,3
10,5,1,237A,3
10,5,1,2384,3
10,5,1,2399,2
10,5,1,2401,2
10,5,1,2420,3
10,5,1,2435,3
10,5,1,244A,3
10,5,1,2454,3
10,5,1,2469,2
10,5,1,2473,3
10,5,1,2488,2
10,5,1,2492,2
10,5,1,2505,2
10,5,1,2524,2
10,5,1,2539,2
10,5,1,2543,2
10,5,1,2558,2
10,5,1,2562,2
10,5,1,2577,2
10,5,1,2581,2
10,5,1,2596,2
10,5,1,2609,3
10,5,1,2613,2
10,5,1,2632,2
10,5,1,2647,2
10,5,1,2651,2
10,5,1,2666,3
10,5,1,2670,2
10,5,1,269A,3
10,5,1,2702,3
10,5,1,2740,2
10,5,1,2755,2
10,5,1,276A,2
10,5,1,2774,2
10,5,1,2789,2
10,5,1,2793,2
10,5,1,2806,2
10,5,1,2810,2
10,5,1,2825,2
10,5,1,283A,2
10,5,1,3467,2
10,5,1,3471,1
10,5,1,3522,3
10,5,1,3541,3
10,5,1,3556,3
10,5,1,3560,2
10,5,1,3575,2
10,5,1,358A,2
10,5,1,3607,3
10,5,1,3611,2
10,5,1,3626,2
10,5,1,3630,3
10,5,1,3645,2
10,5,1,365A,3
10,5,1,3664,2
10,5,1,3679,2
10,5,1,3683,2
10,5,1,3698,2
10,5,1,3700,2
10,5,1,3715,2
10,5,1,372A,3
10,5,1,3753,3
10,5,1,3768,2
10,5,1,3772,1
10,5,1,3787,2
10,5,1,3791,2
10,5,1,3804,3
10,5,1,3819,2
10,5,1,3823,2
10,5,1,3838,1
10,5,1,3842,2
10,5,1,3857,2
10,5,1,3861,2
10,5,1,3876,2
10,5,1,3880,2
10,5,1,3895,2
10,5,1,3908,3
10,5,1,3912,2
10,5,1,3927,2
10,5,1,3931,3
10,5,1,3946,2
10,5,1,3950,3
10,5,1,397A,2
10,5,1,3984,2
10,5,1,3999,2
10,5,1,4003,2
10,5,1,4018,2
10,5,1,4022,2
10,5,1,4037,2
10,5,1,4056,2
10,5,1,4060,3
10,5,1,4075,2
10,5,1,415A,2
10,5,1,4164,1
10,5,1,4179,2
10,5,1,4183,2
10,5,1,4198,2
10,5,1,4200,2
10,5,1,4215,2
10,5,1,422A,2
10,5,1,4234,2
10,5,1,4268,2
10,5,1,4272,2
10,5,1,4287,1
10,5,1,4304,2
10,5,1,4323,2
10,5,1,4376,1
10,5,1,4408,2
10,5,1,4427,2
10,5,1,4431,2
10,5,1,4446,2
10,5,1,4450,2
10,5,1,447A,2
10,5,1,4516,2
10,5,1,4535,1
10,5,1,454A,2
10,5,1,4569,3
10,5,1,4573,3
10,5,1,4592,2
10,5,1,4605,2
10,5,1,4681,2
10,5,1,4696,1
10,5,1,4709,2
10,5,1,4713,1
10,5,1,4732,2
10,5,1,4747,2
10,5,1,4785,1
10,5,1,4802,1
10,5,1,4817,2
10,5,1,4836,2
10,5,1,4855,1
10,5,1,486A,3
10,5,1,4978,3
10,5,1,4982,2
10,5,1,4997,1
10,5,1,5020,2
10,5,1,5035,2
10,5,1,5069,2
10,5,1,5073,1
10,5,1,5088,2
10,5,1,5092,2
10,5,1,5105,2
10,5,1,511A,3
10,5,1,5124,2
10,5,1,5139,2
10,5,1,5158,2
10,5,1,5162,3
10,5,1,5177,1
10,5,1,5209,1
10,5,1,5251,2
10,5,1,5266,2
10,5,1,5270,3
10,5,1,5285,3
10,5,1,529A,3
10,5,1,5302,3
10,5,1,5317,3
10,5,1,5321,3
10,5,1,5336,2
10,5,1,5340,3
10,5,1,5355,3
10,5,1,536A,3
10,5,1,5374,3
10,5,1,5389,3
10,5,1,5393,3
10,5,1,5406,2
10,5,1,5410,3
10,5,1,5425,3
10,5,1,543A,1
10,5,1,5444,2
10,5,1,5459,2
10,5,1,5463,3
10,5,1,5478,2
10,5,1,5482,1
10,5,1,5497,2
10,5,1,550A,1
10,5,1,5514,2
10,5,1,5529,3
10,5,1,5548,2
10,5,1,5567,1
10,5,1,5571,1
10,5,1,5586,2
10,5,1,5590,2
10,5,1,5603,2
10,5,1,5622,2
10,5,1,5637,3
10,5,1,5641,3
10,5,1,5656,2
10,5,1,5660,3
10,5,1,568A,1
10,5,1,5694,2
10,5,1,5707,2
10,5,1,5726,2
10,5,1,5730,1
10,5,1,5745,1
10,5,1,575A,2
10,5,1,5764,1
10,5,1,5779,2
10,5,1,5798,3
10,5,1,5834,2
10,5,1,5849,2
10,5,1,5853,1
10,5,1,5868,2
10,5,1,5887,2
10,5,1,5891,2
10,5,1,5904,2
10,5,1,5919,3
10,5,1,5923,1
10,5,1,5938,1
10,5,1,5957,1
10,5,1,5961,1
10,5,1,5976,1
10,5,1,5980,1
10,5,1,5995,3
10,5,1,6014,3
10,5,1,6029,3
10,5,1,6033,2
10,5,1,6048,1
10,5,1,6052,2
10,5,1,6067,1
10,5,1,6086,1
10,5,1,6122,1
10,5,1,6141,2
10,5,1,6156,3
10,5,1,6160,2
10,5,1,6226,1
10,5,1,625A,2
10,5,1,6264,2
10,5,1,6279,2
10,5,1,6283,2
10,5,1,6300,3
10,5,1,6349,2
10,5,1,6353,2
10,5,1,6368,2
10,5,1,6372,1
10,5,1,6387,1
10,5,1,6461,3
10,5,1,6476,1
10,5,1,6480,3
10,5,1,6495,3
10,5,1,6508,2
10,5,1,6512,1
10,5,1,6531,1
10,5,1,6546,1
10,5,1,6550,1
10,5,1,6565,2
10,5,1,6620,1
10,5,1,6635,2
10,5,1,6669,2
10,5,1,6673,2
10,5,1,6688,2
10,5,1,6724,1
10,5,1,6758,2
10,5,1,6762,1
10,5,1,6781,1
10,5,1,6796,2
10,5,1,6813,2
10,5,1,6828,1
10,5,1,6870,3
10,5,1,6885,2
10,5,1,689A,3
10,5,1,6902,3
10,5,1,6936,2
10,5,1,696A,2
10,5,1,6989,1
10,5,1,6993,2
10,5,1,7008,3
10,5,1,7012,2
10,5,1,7027,3
10,5,1,7031,3
10,5,1,7050,1
10,5,1,7065,2
10,5,1,7099,2
10,5,1,7116,3
10,5,1,7120,3
10,5,1,7135,2
10,5,1,7169,3
10,5,1,7173,3
10,5,1,7188,1
10,5,1,7192,1
10,5,1,7205,1
10,5,1,721A,1
10,5,1,7239,1
10,5,1,7243,2
10,5,1,7258,3
10,5,1,7262,1
10,5,1,7277,1
10,5,1,7281,3
10,5,1,7313,2
10,5,1,7385,1
10,5,1,7402,2
10,5,1,7417,2
10,5,1,7421,2
10,5,1,7440,1
10,5,1,7455,1
10,5,1,746A,1
10,5,1,7474,1
10,5,1,7506,3
10,5,1,7544,3
10,5,1,7559,3
10,5,1,7578,2
10,5,1,7597,2
10,5,1,760A,1
10,5,1,7614,1
10,5,1,7629,3
10,5,1,7686,1
10,5,1,7690,1
10,5,1,7703,3
10,5,1,7718,1
10,5,1,7737,3
10,5,150,4751,2
10,5,150,4766,2
10,5,150,4770,2
10,5,150,493A,2
10,5,150,6315,1
10,5,219,4111,2
10,5,219,4126,1
10,5,219,4130,1
10,5,219,461A,1
10,5,219,4906,1
10,5,219,4959,2
10,5,219,632A,1
10,6,1,0436,2
10,6,1,0440,2
10,6,1,0455,2
10,6,1,0474,2
10,7,1,0132,2
10,7,1,0166,3
10,7,1,0170,3
10,7,1,0185,3
10,7,1,0363,2
10,7,1,0452,2
10,7,1,0503,3
10,7,1,0522,2
10,7,1,0537,2
10,7,1,0541,2
10,7,1,0560,2
10,7,1,0575,2
10,7,1,058A,2
10,7,1,0594,2
10,7,1,0607,2
10,7,1,0611,2
10,7,1,0626,2
10,7,1,0679,2
10,7,1,0683,2
10,7,1,0698,2
10,7,1,0700,2
10,7,1,0715,2
10,7,1,072A,2
10,7,1,0734,3
10,7,1,0749,2
10,7,1,0753,3
10,7,1,0772,2
10,7,1,0787,2
10,7,1,0791,3
10,7,1,0804,3
10,7,1,0819,2
10,7,1,0823,2
10,7,1,0838,1
10,7,1,0842,2
10,7,1,0857,3
10,7,1,0861,2
10,7,1,0876,2
10,7,1,0895,2
10,7,1,0908,2
10,7,1,0912,2
10,7,1,0927,3
10,7,1,0931,2
10,7,1,0946,2
10,7,1,0950,3
10,7,1,0965,2
10,7,1,097A,2
10,7,1,1018,2
10,7,1,1094,2
10,7,1,1145,2
10,7,1,1164,2
10,7,1,1179,1
10,7,1,1183,3
10,7,1,122A,2
10,7,1,1234,1
10,7,1,1249,1
10,7,1,1253,1
10,7,1,1268,2
10,7,1,1291,2
10,7,1,1304,1
10,7,1,1319,2
10,7,1,1323,3
10,7,1,1338,2
10,7,1,1357,3
10,7,1,1361,2
10,7,1,1376,2
10,7,1,1408,2
10,7,1,1412,2
10,7,1,1431,2
10,7,1,1446,2
10,7,1,1450,2
10,7,1,147A,2
10,7,1,1484,2
10,7,1,1499,3
10,7,1,1501,2
10,7,1,1516,2
10,7,1,161A,2
10,7,1,1624,1
10,7,1,1643,2
10,7,1,1658,2
10,7,1,1662,2
10,7,1,1677,3
10,7,1,1681,3
10,7,1,1713,2
10,7,1,1728,2
10,7,1,1732,3
10,7,1,1747,3
10,7,1,179A,1
10,7,1,1802,1
10,7,1,1817,2
10,7,1,1821,3
10,7,1,1840,2
10,7,1,1855,2
10,7,1,186A,2
10,7,1,1874,3
10,7,1,1889,2
10,7,1,1893,2
10,7,1,193A,2
10,7,1,1944,2
10,7,1,1963,2
10,7,1,1978,2
10,7,1,1982,2
10,7,1,1997,3
10,7,1,2001,2
10,7,1,2016,2
10,7,1,2020,3
10,7,1,2035,3
10,7,1,204A,1
10,7,1,2054,2
10,7,1,2069,2
10,7,1,2073,2
10,7,1,2088,2
10,7,1,2092,2
10,7,1,2105,2
10,7,1,211A,2
10,7,1,2139,1
10,7,1,2177,1
10,7,1,2181,1
10,7,1,2196,2
10,7,1,2209,2
10,7,1,2213,2
10,7,1,2228,2
10,7,1,2232,2
10,7,1,2247,2
10,7,1,2251,3
10,7,1,2266,2
10,7,1,2340,1
10,7,1,2355,1
10,7,1,236A,2
10,7,1,2374,2
10,7,1,2389,2
10,7,1,2393,2
10,7,1,2425,1
10,7,1,2459,1
10,7,1,2478,2
10,7,1,2497,2
10,7,1,2529,2
10,7,1,2552,2
10,7,1,2567,2
10,7,1,2571,1
10,7,1,2586,1
10,7,1,2590,1
10,7,1,2603,1
10,7,115,2317,1
10,7,115,2321,1
10,7,115,2336,1
10,7,115,243A,2
10,7,115,2482,1
10,7,120,154A,1
10,7,120,1554,1
10,7,120,1569,1
10,7,135,1906,2
10,7,135,1925,1
10,8,1,0055,2
10,8,1,006A,2
10,8,1,0074,2
10,8,1,0089,3
10,8,1,0093,3
10,8,1,0479,2
10,8,1,0483,2
10,8,1,0498,2
10,8,1,0619,2
10,8,1,0623,1
10,8,1,0746,2
10,8,1,0750,2
10,8,1,0765,2
10,8,1,077A,2
10,8,1,1049,1
10,8,1,1142,1
10,8,1,1161,3
10,8,1,1176,2
10,8,1,1250,2
10,8,1,1369,2
10,8,2,0318,2
10,8,2,0337,2
10,8,2,0500,2
10,8,2,0515,2
